id_sample_to_clone,id_sample_to_compare,text
crema-d_1004_happiness_TAIXX,crema-d_1004_happiness_TAIXX,Maybe tomorrow it will be cold.
crema-d_1004_happiness_TIEXX,crema-d_1004_happiness_TIEXX,Don't forget a jacket.
crema-d_1004_happiness_TSIXX,crema-d_1004_happiness_TSIXX,That is exactly what happened.
crema-d_1004_happiness_WSIXX,crema-d_1004_happiness_WSIXX,Don't forget a jacket.
crema-d_1004_neutral_DFAXX,crema-d_1004_neutral_DFAXX,I wonder what this is about.
crema-d_1004_neutral_IEOXX,crema-d_1004_neutral_IEOXX,I wonder what this is about.
crema-d_1004_neutral_IOMXX,crema-d_1004_neutral_IOMXX,I wonder what this is about.
crema-d_1004_neutral_ITHXX,crema-d_1004_neutral_ITHXX,I think I've seen this before.
crema-d_1004_neutral_ITSXX,crema-d_1004_neutral_ITSXX,The airplane is almost full.
crema-d_1004_neutral_IWLXX,crema-d_1004_neutral_IWLXX,Don't forget a jacket.
crema-d_1004_neutral_IWWXX,crema-d_1004_neutral_IWWXX,It's eleven o'clock.
crema-d_1004_neutral_MTIXX,crema-d_1004_neutral_MTIXX,The surface is slick.
crema-d_1004_neutral_TAIXX,crema-d_1004_neutral_TAIXX,I would like a new alarm clock.
crema-d_1004_neutral_TIEXX,crema-d_1004_neutral_TIEXX,I think I have a doctor's appointment.
crema-d_1004_neutral_TSIXX,crema-d_1004_neutral_TSIXX,That is exactly what happened.
crema-d_1004_neutral_WSIXX,crema-d_1004_neutral_WSIXX,I'm on my way to the meeting.
crema-d_1004_sadness_DFAXX,crema-d_1004_sadness_DFAXX,Maybe tomorrow it will be cold.
crema-d_1004_sadness_IEOHI,crema-d_1004_sadness_IEOMD,Don't forget a jacket.
crema-d_1004_sadness_IEOLO,crema-d_1004_sadness_IEOMD,That is exactly what happened.
crema-d_1004_sadness_IEOMD,crema-d_1004_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1004_sadness_IOMXX,crema-d_1004_sadness_IOMXX,It's eleven o'clock.
crema-d_1004_sadness_ITHXX,crema-d_1004_sadness_ITHXX,I'm on my way to the meeting.
crema-d_1004_sadness_ITSXX,crema-d_1004_sadness_ITSXX,I would like a new alarm clock.
crema-d_1004_sadness_IWLXX,crema-d_1004_sadness_IWLXX,I think I have a doctor's appointment.
crema-d_1004_sadness_IWWXX,crema-d_1004_sadness_IWWXX,That is exactly what happened.
crema-d_1004_sadness_MTIXX,crema-d_1004_sadness_MTIXX,The surface is slick.
crema-d_1004_sadness_TAIXX,crema-d_1004_sadness_TAIXX,I'm on my way to the meeting.
crema-d_1004_sadness_TIEXX,crema-d_1004_sadness_TIEXX,I think I have a doctor's appointment.
crema-d_1004_sadness_TSIXX,crema-d_1004_sadness_TSIXX,I'm on my way to the meeting.
crema-d_1004_sadness_WSIXX,crema-d_1004_sadness_WSIXX,I think I've seen this before.
crema-d_1005_anger_DFAXX,crema-d_1005_anger_DFAXX,That is exactly what happened.
crema-d_1005_anger_IEOHI,crema-d_1005_anger_IEOMD,I wonder what this is about.
crema-d_1005_anger_IEOLO,crema-d_1005_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1005_anger_IEOMD,crema-d_1005_anger_IEOMD,Don't forget a jacket.
crema-d_1005_anger_IOMXX,crema-d_1005_anger_IOMXX,We'll stop in a couple of minutes.
crema-d_1005_anger_ITHXX,crema-d_1005_anger_ITHXX,Don't forget a jacket.
crema-d_1005_anger_ITSXX,crema-d_1005_anger_ITSXX,It's eleven o'clock.
crema-d_1005_anger_IWLXX,crema-d_1005_anger_IWLXX,Don't forget a jacket.
crema-d_1005_anger_IWWXX,crema-d_1005_anger_IWWXX,The airplane is almost full.
crema-d_1005_anger_MTIXX,crema-d_1005_anger_MTIXX,I think I've seen this before.
crema-d_1005_anger_TAIXX,crema-d_1005_anger_TAIXX,It's eleven o'clock.
crema-d_1005_anger_TIEXX,crema-d_1005_anger_TIEXX,I think I have a doctor's appointment.
crema-d_1005_anger_TSIXX,crema-d_1005_anger_TSIXX,I wonder what this is about.
crema-d_1005_anger_WSIXX,crema-d_1005_anger_WSIXX,The surface is slick.
crema-d_1005_disgust_DFAXX,crema-d_1005_disgust_DFAXX,I think I have a doctor's appointment.
crema-d_1005_disgust_IEOHI,crema-d_1005_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1005_disgust_IEOLO,crema-d_1005_disgust_IEOMD,The surface is slick.
crema-d_1005_disgust_IEOMD,crema-d_1005_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1005_disgust_IOMXX,crema-d_1005_disgust_IOMXX,That is exactly what happened.
crema-d_1005_disgust_ITHXX,crema-d_1005_disgust_ITHXX,It's eleven o'clock.
crema-d_1005_disgust_ITSXX,crema-d_1005_disgust_ITSXX,I'm on my way to the meeting.
crema-d_1005_disgust_IWLXX,crema-d_1005_disgust_IWLXX,That is exactly what happened.
crema-d_1005_disgust_IWWXX,crema-d_1005_disgust_IWWXX,I would like a new alarm clock.
crema-d_1005_disgust_MTIXX,crema-d_1005_disgust_MTIXX,I wonder what this is about.
crema-d_1005_disgust_TAIXX,crema-d_1005_disgust_TAIXX,That is exactly what happened.
crema-d_1005_disgust_TIEXX,crema-d_1005_disgust_TIEXX,Maybe tomorrow it will be cold.
crema-d_1005_disgust_TSIXX,crema-d_1005_disgust_TSIXX,Maybe tomorrow it will be cold.
crema-d_1005_disgust_WSIXX,crema-d_1005_disgust_WSIXX,I think I've seen this before.
crema-d_1005_fear_DFAXX,crema-d_1005_fear_DFAXX,Maybe tomorrow it will be cold.
crema-d_1005_fear_IEOHI,crema-d_1005_fear_IEOMD,The surface is slick.
crema-d_1005_fear_IEOLO,crema-d_1005_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1005_fear_IEOMD,crema-d_1005_fear_IEOMD,The surface is slick.
crema-d_1005_fear_IOMXX,crema-d_1005_fear_IOMXX,The surface is slick.
crema-d_1005_fear_ITHXX,crema-d_1005_fear_ITHXX,That is exactly what happened.
crema-d_1005_fear_ITSXX,crema-d_1005_fear_ITSXX,The surface is slick.
crema-d_1005_fear_IWLXX,crema-d_1005_fear_IWLXX,I think I've seen this before.
crema-d_1005_fear_IWWXX,crema-d_1005_fear_IWWXX,Maybe tomorrow it will be cold.
crema-d_1005_fear_MTIXX,crema-d_1005_fear_MTIXX,The surface is slick.
crema-d_1005_fear_TAIXX,crema-d_1005_fear_TAIXX,We'll stop in a couple of minutes.
crema-d_1005_fear_TIEXX,crema-d_1005_fear_TIEXX,It's eleven o'clock.
crema-d_1005_fear_TSIXX,crema-d_1005_fear_TSIXX,The airplane is almost full.
crema-d_1005_fear_WSIXX,crema-d_1005_fear_WSIXX,The airplane is almost full.
crema-d_1005_happiness_DFAXX,crema-d_1005_happiness_DFAXX,I think I have a doctor's appointment.
crema-d_1005_happiness_IEOHI,crema-d_1005_happiness_IEOMD,I wonder what this is about.
crema-d_1005_happiness_IEOLO,crema-d_1005_happiness_IEOMD,I'm on my way to the meeting.
crema-d_1005_happiness_IEOMD,crema-d_1005_happiness_IEOMD,We'll stop in a couple of minutes.
crema-d_1005_happiness_IOMXX,crema-d_1005_happiness_IOMXX,It's eleven o'clock.
crema-d_1005_happiness_ITHXX,crema-d_1005_happiness_ITHXX,The airplane is almost full.
crema-d_1005_happiness_ITSXX,crema-d_1005_happiness_ITSXX,Maybe tomorrow it will be cold.
crema-d_1005_happiness_IWLXX,crema-d_1005_happiness_IWLXX,Maybe tomorrow it will be cold.
crema-d_1005_happiness_IWWXX,crema-d_1005_happiness_IWWXX,That is exactly what happened.
crema-d_1005_happiness_MTIXX,crema-d_1005_happiness_MTIXX,I think I have a doctor's appointment.
crema-d_1005_happiness_TAIXX,crema-d_1005_happiness_TAIXX,I think I've seen this before.
crema-d_1005_happiness_TIEXX,crema-d_1005_happiness_TIEXX,The surface is slick.
crema-d_1005_happiness_TSIXX,crema-d_1005_happiness_TSIXX,That is exactly what happened.
crema-d_1005_happiness_WSIXX,crema-d_1005_happiness_WSIXX,Maybe tomorrow it will be cold.
crema-d_1005_neutral_DFAXX,crema-d_1005_neutral_DFAXX,I think I've seen this before.
crema-d_1005_neutral_IEOXX,crema-d_1005_neutral_IEOXX,I think I've seen this before.
crema-d_1005_neutral_IOMXX,crema-d_1005_neutral_IOMXX,I wonder what this is about.
crema-d_1005_neutral_ITHXX,crema-d_1005_neutral_ITHXX,I wonder what this is about.
crema-d_1005_neutral_ITSXX,crema-d_1005_neutral_ITSXX,The airplane is almost full.
crema-d_1005_neutral_IWLXX,crema-d_1005_neutral_IWLXX,We'll stop in a couple of minutes.
crema-d_1005_neutral_IWWXX,crema-d_1005_neutral_IWWXX,That is exactly what happened.
crema-d_1005_neutral_MTIXX,crema-d_1005_neutral_MTIXX,We'll stop in a couple of minutes.
crema-d_1005_neutral_TAIXX,crema-d_1005_neutral_TAIXX,I think I have a doctor's appointment.
crema-d_1005_neutral_TIEXX,crema-d_1005_neutral_TIEXX,The surface is slick.
crema-d_1005_neutral_TSIXX,crema-d_1005_neutral_TSIXX,Don't forget a jacket.
crema-d_1005_neutral_WSIXX,crema-d_1005_neutral_WSIXX,Maybe tomorrow it will be cold.
crema-d_1005_sadness_DFAXX,crema-d_1005_sadness_DFAXX,I'm on my way to the meeting.
crema-d_1005_sadness_IEOHI,crema-d_1005_sadness_IEOMD,The surface is slick.
crema-d_1005_sadness_IEOLO,crema-d_1005_sadness_IEOMD,We'll stop in a couple of minutes.
crema-d_1005_sadness_IEOMD,crema-d_1005_sadness_IEOMD,The airplane is almost full.
crema-d_1005_sadness_IOMXX,crema-d_1005_sadness_IOMXX,I would like a new alarm clock.
crema-d_1005_sadness_ITHXX,crema-d_1005_sadness_ITHXX,I wonder what this is about.
crema-d_1005_sadness_ITSXX,crema-d_1005_sadness_ITSXX,The airplane is almost full.
crema-d_1005_sadness_IWLXX,crema-d_1005_sadness_IWLXX,It's eleven o'clock.
crema-d_1005_sadness_IWWXX,crema-d_1005_sadness_IWWXX,We'll stop in a couple of minutes.
crema-d_1005_sadness_MTIXX,crema-d_1005_sadness_MTIXX,The airplane is almost full.
crema-d_1005_sadness_TAIXX,crema-d_1005_sadness_TAIXX,I think I've seen this before.
crema-d_1005_sadness_TIEXX,crema-d_1005_sadness_TIEXX,We'll stop in a couple of minutes.
crema-d_1005_sadness_TSIXX,crema-d_1005_sadness_TSIXX,I would like a new alarm clock.
crema-d_1005_sadness_WSIXX,crema-d_1005_sadness_WSIXX,The airplane is almost full.
crema-d_1007_anger_DFAXX,crema-d_1007_anger_DFAXX,That is exactly what happened.
crema-d_1007_anger_IEOHI,crema-d_1007_anger_IEOMD,I think I've seen this before.
crema-d_1007_anger_IEOLO,crema-d_1007_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1007_anger_IEOMD,crema-d_1007_anger_IEOMD,The surface is slick.
crema-d_1007_anger_IOMXX,crema-d_1007_anger_IOMXX,I think I've seen this before.
crema-d_1007_anger_ITHXX,crema-d_1007_anger_ITHXX,We'll stop in a couple of minutes.
crema-d_1007_anger_ITSXX,crema-d_1007_anger_ITSXX,The surface is slick.
crema-d_1007_anger_IWLXX,crema-d_1007_anger_IWLXX,I wonder what this is about.
crema-d_1007_anger_IWWXX,crema-d_1007_anger_IWWXX,Maybe tomorrow it will be cold.
crema-d_1007_anger_MTIXX,crema-d_1007_anger_MTIXX,I'm on my way to the meeting.
crema-d_1007_anger_TAIXX,crema-d_1007_anger_TAIXX,It's eleven o'clock.
crema-d_1007_anger_TIEXX,crema-d_1007_anger_TIEXX,I wonder what this is about.
crema-d_1007_anger_TSIXX,crema-d_1007_anger_TSIXX,I think I have a doctor's appointment.
crema-d_1007_anger_WSIXX,crema-d_1007_anger_WSIXX,I would like a new alarm clock.
crema-d_1007_disgust_DFAXX,crema-d_1007_disgust_DFAXX,The airplane is almost full.
crema-d_1007_disgust_IEOHI,crema-d_1007_disgust_IEOMD,I think I've seen this before.
crema-d_1007_disgust_IEOLO,crema-d_1007_disgust_IEOMD,Maybe tomorrow it will be cold.
crema-d_1007_disgust_IEOMD,crema-d_1007_disgust_IEOMD,That is exactly what happened.
crema-d_1007_disgust_IOMXX,crema-d_1007_disgust_IOMXX,That is exactly what happened.
crema-d_1007_disgust_ITHXX,crema-d_1007_disgust_ITHXX,I think I've seen this before.
crema-d_1007_disgust_ITSXX,crema-d_1007_disgust_ITSXX,Don't forget a jacket.
crema-d_1007_disgust_IWLXX,crema-d_1007_disgust_IWLXX,That is exactly what happened.
crema-d_1007_disgust_IWWXX,crema-d_1007_disgust_IWWXX,We'll stop in a couple of minutes.
crema-d_1007_disgust_MTIXX,crema-d_1007_disgust_MTIXX,I wonder what this is about.
crema-d_1007_disgust_TAIXX,crema-d_1007_disgust_TAIXX,Don't forget a jacket.
crema-d_1007_disgust_TIEXX,crema-d_1007_disgust_TIEXX,I think I've seen this before.
crema-d_1007_disgust_TSIXX,crema-d_1007_disgust_TSIXX,I think I have a doctor's appointment.
crema-d_1007_disgust_WSIXX,crema-d_1007_disgust_WSIXX,I would like a new alarm clock.
crema-d_1007_fear_DFAXX,crema-d_1007_fear_DFAXX,That is exactly what happened.
crema-d_1007_fear_IEOHI,crema-d_1007_fear_IEOMD,I wonder what this is about.
crema-d_1007_fear_IEOLO,crema-d_1007_fear_IEOMD,Don't forget a jacket.
crema-d_1007_fear_IEOMD,crema-d_1007_fear_IEOMD,The airplane is almost full.
crema-d_1007_fear_IOMXX,crema-d_1007_fear_IOMXX,Maybe tomorrow it will be cold.
crema-d_1007_fear_ITHXX,crema-d_1007_fear_ITHXX,The airplane is almost full.
crema-d_1007_fear_ITSXX,crema-d_1007_fear_ITSXX,I think I have a doctor's appointment.
crema-d_1007_fear_IWLXX,crema-d_1007_fear_IWLXX,Maybe tomorrow it will be cold.
crema-d_1007_fear_IWWXX,crema-d_1007_fear_IWWXX,That is exactly what happened.
crema-d_1007_fear_MTIXX,crema-d_1007_fear_MTIXX,Don't forget a jacket.
crema-d_1007_fear_TAIXX,crema-d_1007_fear_TAIXX,I wonder what this is about.
crema-d_1007_fear_TIEXX,crema-d_1007_fear_TIEXX,Don't forget a jacket.
crema-d_1007_fear_TSIXX,crema-d_1007_fear_TSIXX,I wonder what this is about.
crema-d_1007_fear_WSIXX,crema-d_1007_fear_WSIXX,That is exactly what happened.
crema-d_1007_happiness_DFAXX,crema-d_1007_happiness_DFAXX,I would like a new alarm clock.
crema-d_1007_happiness_IEOHI,crema-d_1007_happiness_IEOMD,I'm on my way to the meeting.
crema-d_1007_happiness_IEOLO,crema-d_1007_happiness_IEOMD,I think I've seen this before.
crema-d_1007_happiness_IEOMD,crema-d_1007_happiness_IEOMD,I'm on my way to the meeting.
crema-d_1007_happiness_IOMXX,crema-d_1007_happiness_IOMXX,I think I've seen this before.
crema-d_1007_happiness_ITHXX,crema-d_1007_happiness_ITHXX,The airplane is almost full.
crema-d_1007_happiness_ITSXX,crema-d_1007_happiness_ITSXX,It's eleven o'clock.
crema-d_1007_happiness_IWLXX,crema-d_1007_happiness_IWLXX,It's eleven o'clock.
crema-d_1007_happiness_IWWXX,crema-d_1007_happiness_IWWXX,I would like a new alarm clock.
crema-d_1007_happiness_MTIXX,crema-d_1007_happiness_MTIXX,I wonder what this is about.
crema-d_1007_happiness_TAIXX,crema-d_1007_happiness_TAIXX,The surface is slick.
crema-d_1007_happiness_TIEXX,crema-d_1007_happiness_TIEXX,The surface is slick.
crema-d_1007_happiness_TSIXX,crema-d_1007_happiness_TSIXX,Don't forget a jacket.
crema-d_1007_happiness_WSIXX,crema-d_1007_happiness_WSIXX,It's eleven o'clock.
crema-d_1007_neutral_DFAXX,crema-d_1007_neutral_DFAXX,I think I have a doctor's appointment.
crema-d_1007_neutral_IEOXX,crema-d_1007_neutral_IEOXX,I would like a new alarm clock.
crema-d_1007_neutral_IOMXX,crema-d_1007_neutral_IOMXX,I think I've seen this before.
crema-d_1007_neutral_ITHXX,crema-d_1007_neutral_ITHXX,That is exactly what happened.
crema-d_1007_neutral_ITSXX,crema-d_1007_neutral_ITSXX,I would like a new alarm clock.
crema-d_1007_neutral_IWLXX,crema-d_1007_neutral_IWLXX,That is exactly what happened.
crema-d_1007_neutral_IWWXX,crema-d_1007_neutral_IWWXX,The surface is slick.
crema-d_1007_neutral_MTIXX,crema-d_1007_neutral_MTIXX,Don't forget a jacket.
crema-d_1007_neutral_TAIXX,crema-d_1007_neutral_TAIXX,Maybe tomorrow it will be cold.
crema-d_1007_neutral_TIEXX,crema-d_1007_neutral_TIEXX,Don't forget a jacket.
crema-d_1007_neutral_TSIXX,crema-d_1007_neutral_TSIXX,Don't forget a jacket.
crema-d_1007_neutral_WSIXX,crema-d_1007_neutral_WSIXX,The airplane is almost full.
crema-d_1007_sadness_DFAXX,crema-d_1007_sadness_DFAXX,The surface is slick.
crema-d_1007_sadness_IEOHI,crema-d_1007_sadness_IEOMD,The airplane is almost full.
crema-d_1007_sadness_IEOLO,crema-d_1007_sadness_IEOMD,I wonder what this is about.
crema-d_1007_sadness_IEOMD,crema-d_1007_sadness_IEOMD,I think I've seen this before.
crema-d_1007_sadness_IOMXX,crema-d_1007_sadness_IOMXX,That is exactly what happened.
crema-d_1007_sadness_ITHXX,crema-d_1007_sadness_ITHXX,Maybe tomorrow it will be cold.
crema-d_1007_sadness_ITSXX,crema-d_1007_sadness_ITSXX,It's eleven o'clock.
crema-d_1007_sadness_IWLXX,crema-d_1007_sadness_IWLXX,The airplane is almost full.
crema-d_1007_sadness_IWWXX,crema-d_1007_sadness_IWWXX,I think I've seen this before.
crema-d_1007_sadness_MTIXX,crema-d_1007_sadness_MTIXX,I think I have a doctor's appointment.
crema-d_1007_sadness_TAIXX,crema-d_1007_sadness_TAIXX,I think I've seen this before.
crema-d_1007_sadness_TIEXX,crema-d_1007_sadness_TIEXX,I think I've seen this before.
crema-d_1007_sadness_TSIXX,crema-d_1007_sadness_TSIXX,I'm on my way to the meeting.
crema-d_1007_sadness_WSIXX,crema-d_1007_sadness_WSIXX,That is exactly what happened.
crema-d_1008_anger_DFAXX,crema-d_1008_anger_DFAXX,It's eleven o'clock.
crema-d_1008_anger_IEOHI,crema-d_1008_anger_IEOMD,I think I've seen this before.
crema-d_1008_anger_IEOLO,crema-d_1008_anger_IEOMD,I think I've seen this before.
crema-d_1008_anger_IEOMD,crema-d_1008_anger_IEOMD,I would like a new alarm clock.
crema-d_1008_anger_IOMXX,crema-d_1008_anger_IOMXX,Maybe tomorrow it will be cold.
crema-d_1008_anger_ITHXX,crema-d_1008_anger_ITHXX,I wonder what this is about.
crema-d_1008_anger_ITSXX,crema-d_1008_anger_ITSXX,I wonder what this is about.
crema-d_1008_anger_IWLXX,crema-d_1008_anger_IWLXX,I think I have a doctor's appointment.
crema-d_1008_anger_IWWXX,crema-d_1008_anger_IWWXX,I think I've seen this before.
crema-d_1008_anger_MTIXX,crema-d_1008_anger_MTIXX,The surface is slick.
crema-d_1008_anger_TAIXX,crema-d_1008_anger_TAIXX,I think I've seen this before.
crema-d_1008_anger_TIEXX,crema-d_1008_anger_TIEXX,The airplane is almost full.
crema-d_1008_anger_TSIXX,crema-d_1008_anger_TSIXX,I think I've seen this before.
crema-d_1008_disgust_DFAXX,crema-d_1008_disgust_DFAXX,That is exactly what happened.
crema-d_1008_disgust_IEOHI,crema-d_1008_disgust_IEOMD,The airplane is almost full.
crema-d_1008_disgust_IEOLO,crema-d_1008_disgust_IEOMD,I wonder what this is about.
crema-d_1008_disgust_IEOMD,crema-d_1008_disgust_IEOMD,I would like a new alarm clock.
crema-d_1008_disgust_IOMXX,crema-d_1008_disgust_IOMXX,The airplane is almost full.
crema-d_1008_disgust_ITHXX,crema-d_1008_disgust_ITHXX,The airplane is almost full.
crema-d_1008_disgust_ITSXX,crema-d_1008_disgust_ITSXX,I would like a new alarm clock.
crema-d_1008_disgust_IWLXX,crema-d_1008_disgust_IWLXX,Maybe tomorrow it will be cold.
crema-d_1008_disgust_IWWXX,crema-d_1008_disgust_IWWXX,The airplane is almost full.
crema-d_1008_disgust_MTIXX,crema-d_1008_disgust_MTIXX,Don't forget a jacket.
crema-d_1008_disgust_TAIXX,crema-d_1008_disgust_TAIXX,That is exactly what happened.
crema-d_1008_disgust_TIEXX,crema-d_1008_disgust_TIEXX,Maybe tomorrow it will be cold.
crema-d_1008_disgust_TSIXX,crema-d_1008_disgust_TSIXX,I think I have a doctor's appointment.
crema-d_1008_fear_DFAXX,crema-d_1008_fear_DFAXX,The airplane is almost full.
crema-d_1008_fear_IEOHI,crema-d_1008_fear_IEOMD,The airplane is almost full.
crema-d_1008_fear_IEOLO,crema-d_1008_fear_IEOMD,Don't forget a jacket.
crema-d_1008_fear_IEOMD,crema-d_1008_fear_IEOMD,The surface is slick.
crema-d_1008_fear_IOMXX,crema-d_1008_fear_IOMXX,The airplane is almost full.
crema-d_1008_fear_ITHXX,crema-d_1008_fear_ITHXX,It's eleven o'clock.
crema-d_1008_fear_ITSXX,crema-d_1008_fear_ITSXX,Maybe tomorrow it will be cold.
crema-d_1008_fear_IWLXX,crema-d_1008_fear_IWLXX,I'm on my way to the meeting.
crema-d_1008_fear_IWWXX,crema-d_1008_fear_IWWXX,That is exactly what happened.
crema-d_1008_fear_MTIXX,crema-d_1008_fear_MTIXX,That is exactly what happened.
crema-d_1008_fear_TAIXX,crema-d_1008_fear_TAIXX,I think I've seen this before.
crema-d_1008_fear_TIEXX,crema-d_1008_fear_TIEXX,The surface is slick.
crema-d_1008_fear_TSIXX,crema-d_1008_fear_TSIXX,I wonder what this is about.
crema-d_1008_happiness_DFAXX,crema-d_1008_happiness_DFAXX,I think I have a doctor's appointment.
crema-d_1008_happiness_IEOHI,crema-d_1008_happiness_IEOMD,The surface is slick.
crema-d_1008_happiness_IEOLO,crema-d_1008_happiness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1008_happiness_IEOMD,crema-d_1008_happiness_IEOMD,I wonder what this is about.
crema-d_1008_happiness_IOMXX,crema-d_1008_happiness_IOMXX,Don't forget a jacket.
crema-d_1008_happiness_ITHXX,crema-d_1008_happiness_ITHXX,I would like a new alarm clock.
crema-d_1008_happiness_ITSXX,crema-d_1008_happiness_ITSXX,I would like a new alarm clock.
crema-d_1008_happiness_IWLXX,crema-d_1008_happiness_IWLXX,I think I have a doctor's appointment.
crema-d_1008_happiness_IWWXX,crema-d_1008_happiness_IWWXX,It's eleven o'clock.
crema-d_1008_happiness_MTIXX,crema-d_1008_happiness_MTIXX,I would like a new alarm clock.
crema-d_1008_happiness_TAIXX,crema-d_1008_happiness_TAIXX,The surface is slick.
crema-d_1008_happiness_TIEXX,crema-d_1008_happiness_TIEXX,Don't forget a jacket.
crema-d_1008_happiness_TSIXX,crema-d_1008_happiness_TSIXX,I'm on my way to the meeting.
crema-d_1008_neutral_DFAXX,crema-d_1008_neutral_DFAXX,It's eleven o'clock.
crema-d_1008_neutral_IEOXX,crema-d_1008_neutral_IEOXX,I think I have a doctor's appointment.
crema-d_1008_neutral_IOMXX,crema-d_1008_neutral_IOMXX,Don't forget a jacket.
